  UID   PID  PPID   C STIME   TTY           TIME CMD
  501  1449     1   0 12:44PM ??         0:00.74 /Applications/UnzipOne.app/Contents/PlugIns/FinderExtension.appex/Contents/MacOS/FinderExtension
    0  1530     1   0  2:04PM ??         0:00.09 /System/Library/PrivateFrameworks/DiskImages.framework/Resources/hdiejectd
  501  1532     1   0  2:04PM ??         0:23.80 /System/Library/PrivateFrameworks/DiskImages.framework/Resources/diskimages-helper -uuid 8B6172B1-2910-468C-8443-C2681C8EB84A -post-exec 4
  501  1632     1   0  2:16PM ??         0:00.75 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  1633     1   0  2:16PM ??         0:00.75 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  1636     1   0  2:16PM ??         0:31.38 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  1759     1   0  2:25PM ??         1:15.47 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  1767     1   0  2:25PM ??         8:14.75 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  1817     1   0  2:31PM ??         0:00.86 /System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/A/Resources/universalAccessAuthWarn.app/Contents/MacOS/universalAccessAuthWarn launchd -s
  501  1864     1   0  2:51PM ??         0:01.19 /System/Library/CoreServices/PowerChime.app/Contents/MacOS/PowerChime
  501  1923     1   0  3:01PM ??         0:47.79 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  1926     1   0  3:01PM ??         0:01.00 /System/Library/CoreServices/mapspushd
  501  1928     1   0  3:01PM ??         0:10.18 /System/Library/CoreServices/LocationMenu.app/Contents/MacOS/LocationMenu
  501  2310     1   0  3:40PM ??         1:34.56 /Applications/WeChat.app/Contents/MacOS/WeChat
  501  2314     1   0  3:41PM ??         0:00.05 5A4RE8SF68.com.tencent.xinWeChat.IPCHelper
  501  2323     1   0  3:41PM ??         0:03.78 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  2324     1   0  3:41PM ??         0:01.07 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
  501  2351     1   0  3:41PM ??         0:01.50 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
  501  2354     1   0  3:41PM ??         0:00.39 /System/Library/Frameworks/Quartz.framework/Versions/A/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  501  2359     1   0  3:41PM ??         0:00.43 /Applications/UnzipOne.app/Contents/PlugIns/FinderExtension.appex/Contents/MacOS/FinderExtension
  501  2430     1   0  3:50PM ??         0:00.15 /System/Library/PrivateFrameworks/IMDPersistence.framework/IMAutomaticHistoryDeletionAgent.app/Contents/MacOS/IMAutomaticHistoryDeletionAgent
  501  2434     1   0  3:50PM ??         0:00.52 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
  270  2570     1   0  4:28PM ??         0:00.01 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers com.apple.driverkit.AppleTopCase 0x100001756
  270  2571     1   0  4:28PM ??         0:00.97 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers com.apple.driverkit.AppleUserUSBHostHIDDeviceKB 0x10000175b
  270  2572     1   0  4:28PM ??         0:32.16 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers com.apple.driverkit.AppleUserUSBHostHIDDevice1 0x100001761
  270  2573     1   0  4:28PM ??         0:00.38 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers com.apple.driverkit.AppleUserUSBHostHIDDevice0 0x100001765
  270  2574     1   0  4:28PM ??         0:00.01 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers com.apple.driverkit.AppleUserUSBHostHIDDevice0 0x10000176c
  270  2575     1   0  4:28PM ??         0:00.02 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers com.apple.driverkit.AppleUserHIDEventDriver.dfrv1 0x100001799
  501  2748     1   0  4:38PM ??         0:47.54 /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded
    0  2751     1   0  4:38PM ??         0:00.08 /System/Library/CoreServices/sharedfilelistd
  501  2818     1   0  4:38PM ??         0:00.04 /Applications/Microsoft Teams.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/zhaozhiheng/Library/Application Support/Microsoft/Teams/Crashpad --url=appcenter://generic?aid=01423867-e208-4ad2-a2b9-cd6e0580e510&uid=d1c9e70c6a0dd192fb900f4450452f4fcac76c11c3fe51a14e7dcccf72f44d77 --annotation=IsOfficialBuild=1 --annotation=_companyName=Microsoft --annotation=_productName=com.microsoft.teams --annotation=_version=1.6.00.11156 --annotation=exe=Teams --annotation=logsFilePath= --annotation=plat=OS X --annotation=prod=Electron --annotation=sessionId=desktop-8f0604a7-2b32-4db3-b2fd-ed2980dee037 --annotation=ver=19.1.8 --handshake-fd=29
  501  2819  2748   0  4:38PM ??         0:40.96 /Applications/Microsoft Teams.app/Contents/Frameworks/Microsoft Teams Helper (GPU).app/Contents/MacOS/Microsoft Teams Helper (GPU) --type=gpu-process --user-data-dir=/Users/zhaozhiheng/Library/Application Support/Microsoft/Teams --gpu-preferences=UAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACgFAAAAAAAAKAUAAAAAAAC4AQAANgAAALABAAAAAAAAuAEAAAAAAADAAQAAAAAAAMgBAAAAAAAA0AEAAAAAAADYAQAAAAAAAOABAAAAAAAA6AEAAAAAAADwAQAAAAAAAPgBAAAAAAAAAAIAAAAAAAAIAgAAAAAAABACAAAAAAAAGAIAAAAAAAAgAgAAAAAAACgCAAAAAAAAMAIAAAAAAAA4AgAAAAAAAEACAAAAAAAASAIAAAAAAABQAgAAAAAAAFgCAAAAAAAAYAIAAAAAAABoAgAAAAAAAHACAAAAAAAAeAIAAAAAAACAAgAAAAAAAIgCAAAAAAAAkAIAAAAAAACYAgAAAAAAAKACAAAAAAAAqAIAAAAAAACwAgAAAAAAALgCAAAAAAAAwAIAAAAAAADIAgAAAAAAANACAAAAAAAA2AIAAAAAAADgAgAAAAAAAOgCAAAAAAAA8AIAAAAAAAD4AgAAAAAAAAADAAAAAAAACAMAAAAAAAAQAwAAAAAAABgDAAAAAAAAIAMAAAAAAAAoAwAAAAAAADADAAAAAAAAOAMAAAAAAABAAwAAAAAAAEgDAAAAAAAAUAMAAAAAAABYAwAAAAAAABAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAACAAAAEAAAAAAAAAAAAAAABwAAABAAAAAAAAAAAAAAAAgAAAAQAAAAAAAAAAAAAAAJAAAAEAAAAAAAAAAAAAAACwAAABAAAAAAAAAAAAAAAAwAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAAAAAAADwAAABAAAAAAAAAAAQAAAAAAAAAQAAAAAAAAAAEAAAACAAAAEAAAAAAAAAABAAAABwAAABAAAAAAAAAAAQAAAAgAAAAQAAAAAAAAAAEAAAAJAAAAEAAAAAAAAAABAAAACwAAABAAAAAAAAAAAQAAAAwAAAAQAAAAAAAAAAEAAAAOAAAAEAAAAAAAAAABAAAADwAAABAAAAAAAAAABAAAAAAAAAAQAAAAAAAAAAQAAAACAAAAEAAAAAAAAAAEAAAABwAAABAAAAAAAAAABAAAAAgAAAAQAAAAAAAAAAQAAAAJAAAAEAAAAAAAAAAEAAAACwAAABAAAAAAAAAABAAAAAwAAAAQAAAAAAAAAAQAAAAOAAAAEAAAAAAAAAAEAAAADwAAABAAAAAAAAAABwAAAAAAAAAQAAAAAAAAAAcAAAACAAAAEAAAAAAAAAAHAAAABwAAABAAAAAAAAAABwAAAAgAAAAQAAAAAAAAAAcAAAAJAAAAEAAAAAAAAAAHAAAACwAAABAAAAAAAAAABwAAAAwAAAAQAAAAAAAAAAcAAAAOAAAAEAAAAAAAAAAHAAAADwAAABAAAAAAAAAACAAAAAAAAAAQAAAAAAAAAAgAAAACAAAAEAAAAAAAAAAIAAAABwAAABAAAAAAAAAACAAAAAgAAAAQAAAAAAAAAAgAAAAJAAAAEAAAAAAAAAAIAAAACwAAABAAAAAAAAAACAAAAAwAAAAQAAAAAAAAAAgAAAAOAAAAEAAAAAAAAAAIAAAADwAAABAAAAAAAAAACgAAAAAAAAAQAAAAAAAAAAoAAAACAAAAEAAAAAAAAAAKAAAABwAAABAAAAAAAAAACgAAAAgAAAAQAAAAAAAAAAoAAAAJAAAAEAAAAAAAAAAKAAAACwAAABAAAAAAAAAACgAAAAwAAAAQAAAAAAAAAAoAAAAOAAAAEAAAAAAAAAAKAAAADwAAAAgAAAAAAAAACAAAAAAAAAA= --shared-files --field-trial-handle=1718379636,r,13836590343415424703,636955949247078816,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess --seatbelt-client=42
  501  2820  2748   0  4:38PM ??         0:03.77 /Applications/Microsoft Teams.app/Contents/Frameworks/Microsoft Teams Helper.app/Contents/MacOS/Microsoft Teams Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/zhaozhiheng/Library/Application Support/Microsoft/Teams --ms-teams-less-cors=522133263 --shared-files --field-trial-handle=1718379636,r,13836590343415424703,636955949247078816,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess --seatbelt-client=42
  501  2823  2748   0  4:38PM ??         0:00.46 /Applications/Microsoft Teams.app/Contents/Frameworks/Microsoft Teams Helper (Renderer).app/Contents/MacOS/Microsoft Teams Helper (Renderer) --type=renderer --user-data-dir=/Users/zhaozhiheng/Library/Application Support/Microsoft/Teams --ms-teams-less-cors=522133263 --app-path=/Applications/Microsoft Teams.app/Contents/Resources/app.asar --enable-sandbox --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=6 --launch-time-ticks=11428288044 --shared-files --field-trial-handle=1718379636,r,13836590343415424703,636955949247078816,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess --msteams-process-type=notificationsManager --seatbelt-client=47
  501  2825  2748   0  4:38PM ??         3:59.47 /Applications/Microsoft Teams.app/Contents/Frameworks/Microsoft Teams Helper (Renderer).app/Contents/MacOS/Microsoft Teams Helper (Renderer) --type=renderer --user-data-dir=/Users/zhaozhiheng/Library/Application Support/Microsoft/Teams --ms-teams-less-cors=522133263 --app-path=/Applications/Microsoft Teams.app/Contents/Resources/app.asar --enable-sandbox --ms-allow-videorenderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=7 --launch-time-ticks=11429948977 --shared-files --field-trial-handle=1718379636,r,13836590343415424703,636955949247078816,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess --msteams-process-type=main-renderer --msteams-rendererid=main-renderer --seatbelt-client=66
  501  2826  2748   0  4:38PM ??         0:00.62 /Applications/Microsoft Teams.app/Contents/Frameworks/Microsoft Teams Helper.app/Contents/MacOS/Microsoft Teams Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --message-loop-type-ui --user-data-dir=/Users/zhaozhiheng/Library/Application Support/Microsoft/Teams --ms-teams-less-cors=522133263 --shared-files --field-trial-handle=1718379636,r,13836590343415424703,636955949247078816,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess --seatbelt-client=70
  501  2830  2748   0  4:39PM ??         0:10.00 /Applications/Microsoft Teams.app/Contents/Frameworks/Microsoft Teams Helper (Renderer).app/Contents/MacOS/Microsoft Teams Helper (Renderer) --type=renderer --user-data-dir=/Users/zhaozhiheng/Library/Application Support/Microsoft/Teams --ms-teams-less-cors=522133263 --app-path=/Applications/Microsoft Teams.app/Contents/Resources/app.asar --no-sandbox --no-zygote --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=9 --launch-time-ticks=11433176910 --shared-files --field-trial-handle=1718379636,r,13836590343415424703,636955949247078816,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess --msteams-process-type=pluginHost
  501  2831  2748   0  4:39PM ??         0:07.18 /Applications/Microsoft Teams.app/Contents/Frameworks/Microsoft Teams Helper (Renderer).app/Contents/MacOS/Microsoft Teams Helper (Renderer) --type=renderer --user-data-dir=/Users/zhaozhiheng/Library/Application Support/Microsoft/Teams --ms-teams-less-cors=522133263 --app-path=/Applications/Microsoft Teams.app/Contents/Resources/app.asar --enable-sandbox --enable-blink-features --disable-blink-features --ms-allow-videorenderer --ms-allow-video-extensibility --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=10 --launch-time-ticks=11437594270 --shared-files --field-trial-handle=1718379636,r,13836590343415424703,636955949247078816,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess --msteams-process-type=experience-renderer --seatbelt-client=81
  501  3485     1   0  6:02PM ??         0:00.78 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  3608     1   0  6:15PM ??         0:34.65 /Applications/VirtualBox.app/Contents/MacOS/VirtualBox
  501  3611     1   0  6:15PM ??         0:21.06 /Applications/VirtualBox.app/Contents/MacOS/VBoxXPCOMIPCD
  501  3613     1   0  6:15PM ??         0:44.65 /Applications/VirtualBox.app/Contents/MacOS/VBoxSVC --auto-shutdown
  501  3704     1   0  6:32PM ??         0:00.37 /System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification
  501  3709     1   0  6:32PM ??         0:00.06 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd -tw
  259  3710     1   0  6:32PM ??         0:00.03 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd -s
  501  3711     1   0  6:32PM ??         0:00.78 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
  501  3712     1   0  6:32PM ??         0:00.28 /System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher
    0  3713     1   0  6:32PM ??         0:00.01 /System/Library/PrivateFrameworks/AccountPolicy.framework/XPCServices/com.apple.AccountPolicyHelper.xpc/Contents/MacOS/com.apple.AccountPolicyHelper
  501  3714     1   0  6:32PM ??         0:00.20 /System/Library/CoreServices/iconservicesagent
  240  3715     1   0  6:32PM ??         0:00.05 /System/Library/CoreServices/iconservicesd
    0  3717     1   0  6:32PM ??         0:00.14 /usr/sbin/WirelessRadioManagerd
  260  3718     1   0  6:32PM ??         0:00.19 /usr/libexec/nfcd
    0  3720     1   0  6:32PM ??         0:00.25 /usr/libexec/amfid
  501  3724     1   0  6:32PM ??         0:00.20 /Applications/Microsoft Teams.app/Contents/Resources/app.asar.unpacked/node_modules/slimcore/bin/vcxpc.xpc/Contents/MacOS/vcxpc
  501  3725     1   0  6:32PM ??         0:00.12 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
  501  3726     1   0  6:32PM ??         0:00.13 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/CarbonComponentScannerXPC.xpc/Contents/MacOS/CarbonComponentScannerXPC
    0  3727     1   0  6:32PM ??         0:00.03 /usr/libexec/keybagd -t 15
    0  3734     1   0  6:33PM ??         0:00.12 /usr/sbin/systemsoundserverd
    0  3735     1   0  6:33PM ??         0:00.06 /usr/libexec/logd_helper
  501  3737     1   0  6:33PM ??         0:00.02 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/112.0.5615.137/Helpers/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --database=/Users/zhaozhiheng/Library/Application Support/Google/Chrome/Crashpad --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=plat=OS X --annotation=prod=Chrome_Mac --annotation=ver=112.0.5615.137 --handshake-fd=5
  501  3738     1   0  6:33PM ??         0:00.19 /usr/libexec/dmd
    0  3743     1   0  6:33PM ??         0:00.01 /usr/libexec/smd
  501  3746     1   0  6:33PM ??         0:00.25 /System/Library/PrivateFrameworks/TCC.framework/Resources/tccd
    0  3747     1   0  6:33PM ??         0:00.18 /usr/libexec/sandboxd
  501  3748     1   0  6:33PM ??         0:00.06 /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
  501  3750     1   0  6:33PM ??         0:00.13 /usr/libexec/secinitd
  501  3752   415   0  6:33PM ??         0:02.09 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/112.0.5615.137/Helpers/Google Chrome Helper (GPU).app/Contents/MacOS/Google Chrome Helper (GPU) --type=gpu-process --gpu-preferences=UAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAGgHAAAAAAAAaAcAAAAAAAB4AgAATgAAAHACAAAAAAAAeAIAAAAAAACAAgAAAAAAAIgCAAAAAAAAkAIAAAAAAACYAgAAAAAAAKACAAAAAAAAqAIAAAAAAACwAgAAAAAAALgCAAAAAAAAwAIAAAAAAADIAgAAAAAAANACAAAAAAAA2AIAAAAAAADgAgAAAAAAAOgCAAAAAAAA8AIAAAAAAAD4AgAAAAAAAAADAAAAAAAACAMAAAAAAAAQAwAAAAAAABgDAAAAAAAAIAMAAAAAAAAoAwAAAAAAADADAAAAAAAAOAMAAAAAAABAAwAAAAAAAEgDAAAAAAAAUAMAAAAAAABYAwAAAAAAAGADAAAAAAAAaAMAAAAAAABwAwAAAAAAAHgDAAAAAAAAgAMAAAAAAACIAwAAAAAAAJADAAAAAAAAmAMAAAAAAACgAwAAAAAAAKgDAAAAAAAAsAMAAAAAAAC4AwAAAAAAAMADAAAAAAAAyAMAAAAAAADQAwAAAAAAANgDAAAAAAAA4AMAAAAAAADoAwAAAAAAAPADAAAAAAAA+AMAAAAAAAAABAAAAAAAAAgEAAAAAAAAEAQAAAAAAAAYBAAAAAAAACAEAAAAAAAAKAQAAAAAAAAwBAAAAAAAADgEAAAAAAAAQAQAAAAAAABIBAAAAAAAAFAEAAAAAAAAWAQAAAAAAABgBAAAAAAAAGgEAAAAAAAAcAQAAAAAAAB4BAAAAAAAAIAEAAAAAAAAiAQAAAAAAACQBAAAAAAAAJgEAAAAAAAAoAQAAAAAAACoBAAAAAAAALAEAAAAAAAAuAQAAAAAAADABAAAAAAAAMgEAAAAAAAA0AQAAAAAAADYBAAAAAAAABAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAABAAAAEAAAAAAAAAAAAAAAAgAAABAAAAAAAAAAAAAAAAMAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAAAAAAABwAAABAAAAAAAAAAAAAAAAgAAAAQAAAAAAAAAAAAAAAJAAAAEAAAAAAAAAAAAAAACwAAABAAAAAAAAAAAAAAAAwAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAAAAAAADwAAABAAAAAAAAAAAAAAABAAAAAQAAAAAAAAAAEAAAAAAAAAEAAAAAAAAAABAAAAAQAAABAAAAAAAAAAAQAAAAIAAAAQAAAAAAAAAAEAAAADAAAAEAAAAAAAAAABAAAABgAAABAAAAAAAAAAAQAAAAcAAAAQAAAAAAAAAAEAAAAIAAAAEAAAAAAAAAABAAAACQAAABAAAAAAAAAAAQAAAAsAAAAQAAAAAAAAAAEAAAAMAAAAEAAAAAAAAAABAAAADgAAABAAAAAAAAAAAQAAAA8AAAAQAAAAAAAAAAEAAAAQAAAAEAAAAAAAAAAEAAAAAAAAABAAAAAAAAAABAAAAAEAAAAQAAAAAAAAAAQAAAACAAAAEAAAAAAAAAAEAAAAAwAAABAAAAAAAAAABAAAAAYAAAAQAAAAAAAAAAQAAAAHAAAAEAAAAAAAAAAEAAAACAAAABAAAAAAAAAABAAAAAkAAAAQAAAAAAAAAAQAAAALAAAAEAAAAAAAAAAEAAAADAAAABAAAAAAAAAABAAAAA4AAAAQAAAAAAAAAAQAAAAPAAAAEAAAAAAAAAAEAAAAEAAAABAAAAAAAAAABwAAAAAAAAAQAAAAAAAAAAcAAAABAAAAEAAAAAAAAAAHAAAAAgAAABAAAAAAAAAABwAAAAMAAAAQAAAAAAAAAAcAAAAGAAAAEAAAAAAAAAAHAAAABwAAABAAAAAAAAAABwAAAAgAAAAQAAAAAAAAAAcAAAAJAAAAEAAAAAAAAAAHAAAACwAAABAAAAAAAAAABwAAAAwAAAAQAAAAAAAAAAcAAAAOAAAAEAAAAAAAAAAHAAAADwAAABAAAAAAAAAABwAAABAAAAAQAAAAAAAAAAgAAAAAAAAAEAAAAAAAAAAIAAAAAQAAABAAAAAAAAAACAAAAAIAAAAQAAAAAAAAAAgAAAADAAAAEAAAAAAAAAAIAAAABgAAABAAAAAAAAAACAAAAAcAAAAQAAAAAAAAAAgAAAAIAAAAEAAAAAAAAAAIAAAACQAAABAAAAAAAAAACAAAAAsAAAAQAAAAAAAAAAgAAAAMAAAAEAAAAAAAAAAIAAAADgAAABAAAAAAAAAACAAAAA8AAAAQAAAAAAAAAAgAAAAQAAAAEAAAAAAAAAAKAAAAAAAAABAAAAAAAAAACgAAAAEAAAAQAAAAAAAAAAoAAAACAAAAEAAAAAAAAAAKAAAAAwAAABAAAAAAAAAACgAAAAYAAAAQAAAAAAAAAAoAAAAHAAAAEAAAAAAAAAAKAAAACAAAABAAAAAAAAAACgAAAAkAAAAQAAAAAAAAAAoAAAALAAAAEAAAAAAAAAAKAAAADAAAABAAAAAAAAAACgAAAA4AAAAQAAAAAAAAAAoAAAAPAAAAEAAAAAAAAAAKAAAAEAAAAAgAAAAAAAAACAAAAAAAAAA= --shared-files --field-trial-handle=1718379636,r,16441440720901310497,12157435846034733658,131072 --seatbelt-client=30
  501  3753     1   0  6:33PM ??         0:00.24 /System/Library/CoreServices/CoreLocationAgent.app/Contents/MacOS/CoreLocationAgent
    0  3754     1   0  6:33PM ??         0:00.01 /usr/libexec/misagent
  501  3755   415   0  6:33PM ??         0:00.92 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/112.0.5615.137/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --shared-files --field-trial-handle=1718379636,r,16441440720901310497,12157435846034733658,131072 --seatbelt-client=13
  501  3756   415   0  6:33PM ??         0:00.28 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/112.0.5615.137/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --shared-files --field-trial-handle=1718379636,r,16441440720901310497,12157435846034733658,131072 --seatbelt-client=51
    0  3758     1   0  6:33PM ??         0:00.07 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
  501  3760     1   0  6:33PM ??         0:00.23 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  501  3777     1   0  6:33PM ??         0:00.92 /Library/Apple/System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/SafariLaunchAgent
  501  3779     1   0  6:33PM ??         0:00.04 /System/Library/CoreServices/pbs
  501  3782     1   0  6:33PM ??         0:00.08 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501  3783     1   0  6:33PM ??         0:00.04 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
    0  3792     1   0  6:33PM ??         0:06.56 /usr/libexec/mobileassetd
  200  3793     1   0  6:33PM ??         0:00.51 /System/Library/CoreServices/Software Update.app/Contents/Resources/softwareupdated
   97  3794     1   0  6:33PM ??         0:00.27 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/ATS.framework/Support/fontd
  501  3795     1   0  6:33PM ??         0:00.08 /usr/libexec/SidecarRelay
  501  3796     1   0  6:33PM ??         0:00.39 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
    0  3797     1   0  6:33PM ??         0:00.26 /usr/libexec/biometrickitd --launchd
  501  3798     1   0  6:33PM ??         0:00.22 /usr/libexec/triald
    0  3800     1   0  6:33PM ??         0:00.07 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar -daemon
    0  3801     1   0  6:33PM ??         0:00.01 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501  3823     1   0  6:33PM ??         0:00.27 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
  501  3824     1   0  6:33PM ??         0:02.78 /usr/libexec/knowledge-agent
  501  3825     1   0  6:33PM ??         0:00.76 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
  501  3826     1   0  6:33PM ??         0:00.27 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
    0  3827     1   0  6:33PM ??         0:00.15 /usr/libexec/nehelper
